Row,Column,Lat,Long,Height
116,269,-32.000,-55.222,3764.300
116,270,-32.000,-54.615,3666.900
116,271,-32.000,-54.008,3688.000
116,272,-32.000,-53.401,3541.000
116,273,-32.000,-52.795,3490.600
116,274,-32.000,-52.188,3593.900
116,275,-32.000,-51.581,3622.400
116,276,-32.000,-50.974,3651.400
116,277,-32.000,-50.367,3781.300
116,278,-32.000,-49.760,3811.000
116,279,-32.000,-49.154,3832.000
116,280,-32.000,-48.547,3850.600
116,281,-32.000,-47.940,3910.300
116,282,-32.000,-47.333,3916.700
116,283,-32.000,-46.726,3913.900
116,284,-32.000,-46.119,3915.100
116,285,-32.000,-45.513,3833.700
116,286,-32.000,-44.906,3715.300
116,287,-32.000,-44.299,3659.100
116,288,-32.000,-43.692,3434.900
116,289,-32.000,-43.085,3212.400
116,290,-32.000,-42.478,3307.700
116,291,-32.000,-41.872,3122.600
116,292,-32.000,-41.265,3233.900
116,293,-32.000,-40.658,3213.400
116,294,-32.000,-40.051,3238.000
116,295,-32.000,-39.444,2774.100
116,296,-32.000,-38.837,2564.400
116,297,-32.000,-38.231,2986.900
116,298,-32.000,-37.624,3078.700
116,299,-32.000,-37.017,3268.400
116,300,-32.000,-36.410,3128.500
116,301,-32.000,-35.803,3122.900
116,302,-32.000,-35.196,3110.700
116,303,-32.000,-34.590,2889.200
116,304,-32.000,-33.983,3036.900
116,305,-32.000,-33.376,3052.200
116,306,-32.000,-32.769,3200.500
116,307,-32.000,-32.162,3495.300
116,308,-32.000,-31.555,3424.300
116,309,-32.000,-30.949,3288.000
116,310,-32.000,-30.342,3502.500
116,311,-32.000,-29.735,3546.500
116,312,-32.000,-29.128,3703.800
116,313,-32.000,-28.521,3711.500
116,314,-32.000,-27.914,3712.100
116,315,-32.000,-27.308,3731.500
116,316,-32.000,-26.701,3660.800
116,317,-32.000,-26.094,3504.500
116,318,-32.000,-25.487,3339.300
116,319,-32.000,-24.880,3177.200
116,320,-32.000,-24.273,3002.700
116,321,-32.000,-23.667,3029.900
116,322,-32.000,-23.060,2967.000
116,323,-32.000,-22.453,2372.600
116,324,-32.000,-21.846,2084.000
116,325,-32.000,-21.239,2056.200
116,326,-32.000,-20.632,1868.500
116,327,-32.000,-20.026,1718.300
116,328,-32.000,-19.419,2073.600
116,329,-32.000,-18.812,2667.700
116,330,-32.000,-18.205,2695.500
116,331,-32.000,-17.598,2873.400
116,332,-32.000,-16.991,3126.300
116,333,-32.000,-16.385,3300.700
116,334,-32.000,-15.778,3220.000
116,335,-32.000,-15.171,3191.100
116,336,-32.000,-14.564,3137.200
116,337,-32.000,-13.957,3146.400
116,338,-32.000,-13.350,2985.400
116,339,-32.000,-12.744,2839.300
116,340,-32.000,-12.137,2953.800
116,341,-32.000,-11.530,3374.700
116,342,-32.000,-10.923,3368.900
116,343,-32.000,-10.316,3282.600
116,344,-32.000,-9.709,3046.800
116,345,-32.000,-9.103,2911.400
116,346,-32.000,-8.496,2636.400
116,347,-32.000,-7.889,2629.700
116,348,-32.000,-7.282,2744.500
116,349,-32.000,-6.675,2732.800
116,350,-32.000,-6.068,2618.400
116,351,-32.000,-5.462,2303.200
116,352,-32.000,-4.855,1968.700
116,353,-32.000,-4.248,1646.500
116,354,-32.000,-3.641,1737.400
116,355,-32.000,-3.034,1689.500
116,356,-32.000,-2.427,1444.100
116,357,-32.000,-1.821,1233.000
116,358,-32.000,-1.214,1105.200
116,359,-32.000,-0.607,950.400
116,360,-32.000,0.000,965.300
116,361,-32.000,0.607,853.500
116,362,-32.000,1.214,665.100
116,363,-32.000,1.821,600.300
116,364,-32.000,2.427,416.500
116,365,-32.000,3.034,92.500
116,366,-32.000,3.641,376.200
116,367,-32.000,4.248,649.000
116,368,-32.000,4.855,587.400
116,369,-32.000,5.462,620.500
116,370,-32.000,6.068,732.700
116,371,-32.000,6.675,284.500
116,372,-32.000,7.282,320.300
116,373,-32.000,7.889,428.100
116,374,-32.000,8.496,563.600
116,375,-32.000,9.103,841.100
116,376,-32.000,9.709,726.100
116,377,-32.000,10.316,691.400
116,378,-32.000,10.923,949.500
116,379,-32.000,11.530,1181.100
116,380,-32.000,12.137,1357.200
116,381,-32.000,12.744,1507.500
116,382,-32.000,13.350,1643.800
116,383,-32.000,13.957,1911.800
116,384,-32.000,14.564,2322.900
116,385,-32.000,15.171,2794.700
116,386,-32.000,15.778,3166.300
116,387,-32.000,16.385,3529.600
116,388,-32.000,16.991,3515.800
116,389,-32.000,17.598,3707.600
116,390,-32.000,18.205,3657.500
116,391,-32.000,18.812,3735.400
116,392,-32.000,19.419,3658.100
116,393,-32.000,20.026,3369.100
116,394,-32.000,20.632,3123.300
116,395,-32.000,21.239,3145.300
116,396,-32.000,21.846,3089.700
116,397,-32.000,22.453,3093.200
116,398,-32.000,23.060,3331.600
116,399,-32.000,23.667,3334.600
116,400,-32.000,24.273,3633.400
116,401,-32.000,24.880,3923.800
116,402,-32.000,25.487,4036.800
116,403,-32.000,26.094,3775.900
116,404,-32.000,26.701,3473.600
116,405,-32.000,27.308,3133.000
116,406,-32.000,27.914,2902.500
116,407,-32.000,28.521,2556.600
116,408,-32.000,29.128,2463.300
116,409,-32.000,29.735,2383.800
116,410,-32.000,30.342,2420.400
116,411,-32.000,30.949,2457.600
116,412,-32.000,31.555,2356.200
116,413,-32.000,32.162,2521.800
116,414,-32.000,32.769,2463.000
116,415,-32.000,33.376,2460.800
116,416,-32.000,33.983,2377.400
116,417,-32.000,34.590,2291.900
116,418,-32.000,35.196,2435.300
116,419,-32.000,35.803,2428.000
116,420,-32.000,36.410,2332.600
116,421,-32.000,37.017,2317.100
116,422,-32.000,37.624,2258.100
116,423,-32.000,38.231,2212.600
116,424,-32.000,38.837,2031.200
116,425,-32.000,39.444,2045.400
116,426,-32.000,40.051,2116.600
116,427,-32.000,40.658,2148.700
116,428,-32.000,41.265,2122.900
116,429,-32.000,41.872,2106.700
116,430,-32.000,42.478,2187.900
116,431,-32.000,43.085,2043.300
116,432,-32.000,43.692,2041.200
116,433,-32.000,44.299,2197.800
116,434,-32.000,44.906,2384.500
116,435,-32.000,45.513,1908.900
116,436,-32.000,46.119,2075.900
116,437,-32.000,46.726,2432.800
116,438,-32.000,47.333,2667.700
116,439,-32.000,47.940,2767.200
116,440,-32.000,48.547,2806.800
116,441,-32.000,49.154,2698.100
116,442,-32.000,49.760,2322.800
116,443,-32.000,50.367,2182.900
116,444,-32.000,50.974,2497.400
116,445,-32.000,51.581,2819.200
116,446,-32.000,52.188,2749.000
116,447,-32.000,52.795,2750.800
116,448,-32.000,53.401,2932.800
116,449,-32.000,54.008,2781.700
116,450,-32.000,54.615,2701.500
116,451,-32.000,55.222,2662.400
116,452,-32.000,55.829,2656.400
116,453,-32.000,56.436,2727.000
116,454,-32.000,57.042,3008.000
116,455,-32.000,57.649,2875.800
116,456,-32.000,58.256,2627.300
116,457,-32.000,58.863,2661.500
116,458,-32.000,59.470,3064.400
116,459,-32.000,60.077,2402.600
116,460,-32.000,60.684,2471.200
116,461,-32.000,61.290,2531.700
116,462,-32.000,61.897,2615.000
116,463,-32.000,62.504,2739.300
116,464,-32.000,63.111,2686.500
116,465,-32.000,63.718,2804.700
116,466,-32.000,64.325,2791.200
116,467,-32.000,64.931,2841.900
116,468,-32.000,65.538,2961.900
116,469,-32.000,66.145,2873.000
116,470,-32.000,66.752,2892.800
116,471,-32.000,67.359,2916.500
116,472,-32.000,67.966,3066.200
116,473,-32.000,68.572,3227.200
116,474,-32.000,69.179,3427.800
116,475,-32.000,69.786,3599.200
116,476,-32.000,70.393,3480.000
116,477,-32.000,71.000,3560.500
116,478,-32.000,71.607,3689.000
116,479,-32.000,72.213,3461.500
116,480,-32.000,72.820,3698.400
116,481,-32.000,73.427,3892.000
116,482,-32.000,74.034,3532.800
116,483,-32.000,74.641,3692.200
116,484,-32.000,75.248,4012.400
116,485,-32.000,75.854,3981.500
116,486,-32.000,76.461,3970.600
116,487,-32.000,77.068,3730.100
116,488,-32.000,77.675,3602.100
116,489,-32.000,78.282,3439.000
116,490,-32.000,78.889,3372.500
116,491,-32.000,79.495,3280.900
116,492,-32.000,80.102,3510.200
116,493,-32.000,80.709,3651.700
116,494,-32.000,81.316,3719.200
116,495,-32.000,81.923,3596.800
116,496,-32.000,82.530,3906.200
116,497,-32.000,83.136,3909.800
116,498,-32.000,83.743,4179.000
116,499,-32.000,84.350,4484.000
116,500,-32.000,84.957,5028.600
116,501,-32.000,85.564,5005.700
116,502,-32.000,86.171,4772.800
116,503,-32.000,86.777,4674.200
116,504,-32.000,87.384,4796.400
116,505,-32.000,87.991,4747.800
116,506,-32.000,88.598,4663.300
116,507,-32.000,89.205,4911.500
116,508,-32.000,89.812,4884.000
116,509,-32.000,90.418,4926.200
116,510,-32.000,91.025,4924.700
116,511,-32.000,91.632,4960.200
116,512,-32.000,92.239,4948.200
116,513,-32.000,92.846,4864.900
116,514,-32.000,93.453,4945.100
116,515,-32.000,94.059,4246.300
116,516,-32.000,94.666,4702.800
116,517,-32.000,95.273,4722.200
116,518,-32.000,95.880,4484.400
116,519,-32.000,96.487,4496.400
116,520,-32.000,97.094,4439.700
116,521,-32.000,97.700,4275.300
116,522,-32.000,98.307,4417.200
116,523,-32.000,98.914,4399.600
116,524,-32.000,99.521,3533.600
116,525,-32.000,100.128,3341.000
116,526,-32.000,100.735,3476.000
116,527,-32.000,101.341,3759.300
116,528,-32.000,101.948,3776.300
116,529,-32.000,102.555,4079.500
116,530,-32.000,103.162,4006.600
116,531,-32.000,103.769,4034.700
116,532,-32.000,104.376,4135.600
116,533,-32.000,104.982,4009.100
116,534,-32.000,105.589,3977.700
116,535,-32.000,106.196,4023.600
116,536,-32.000,106.803,4105.500
116,537,-32.000,107.410,4134.600
116,538,-32.000,108.017,4212.800
116,539,-32.000,108.623,4469.300
116,540,-32.000,109.230,4624.300
116,541,-32.000,109.837,4631.100
116,542,-32.000,110.444,4560.500
116,543,-32.000,111.051,4505.400
116,544,-32.000,111.658,4441.900
116,545,-32.000,112.264,4401.100
116,546,-32.000,112.871,4325.200
116,547,-32.000,113.478,4260.200
116,548,-32.000,114.085,4261.600
116,549,-32.000,114.692,4205.400
116,550,-32.000,115.299,3960.000
116,551,-32.000,115.905,3955.900
116,552,-32.000,116.512,4037.900
116,553,-32.000,117.119,4090.400
116,554,-32.000,117.726,4155.700
116,555,-32.000,118.333,4297.400
116,556,-32.000,118.940,4226.300
116,557,-32.000,119.547,4239.200
116,558,-32.000,120.153,4166.700
116,559,-32.000,120.760,4206.700
116,560,-32.000,121.367,4334.100
116,561,-32.000,121.974,4286.600
116,562,-32.000,122.581,4451.400
116,563,-32.000,123.188,4453.900
116,564,-32.000,123.794,4456.500
116,565,-32.000,124.401,4412.200
116,566,-32.000,125.008,4538.000
116,567,-32.000,125.615,4499.200
116,568,-32.000,126.222,4417.900
116,569,-32.000,126.829,4060.900
116,570,-32.000,127.435,4120.200
116,571,-32.000,128.042,4064.300
116,572,-32.000,128.649,4037.300
116,573,-32.000,129.256,4245.200
116,574,-32.000,129.863,4305.800
116,575,-32.000,130.470,4380.800
116,576,-32.000,131.076,4365.800
116,577,-32.000,131.683,4201.700
116,578,-32.000,132.290,4435.400
116,579,-32.000,132.897,4544.100
116,580,-32.000,133.504,4449.900
116,581,-32.000,134.111,4387.500
116,582,-32.000,134.717,4191.000
116,583,-32.000,135.324,4381.800
116,584,-32.000,135.931,4446.200
116,585,-32.000,136.538,4677.200
116,586,-32.000,137.145,4580.000
116,587,-32.000,137.752,4456.300
116,588,-32.000,138.358,4296.500
116,589,-32.000,138.965,4269.800
116,590,-32.000,139.572,4383.800
116,591,-32.000,140.179,4508.700
116,592,-32.000,140.786,4564.800
116,593,-32.000,141.393,4541.800
116,594,-32.000,141.999,4467.300
116,595,-32.000,142.606,4182.300
116,596,-32.000,143.213,3820.500
116,597,-32.000,143.820,3623.200
116,598,-32.000,144.427,3783.500
116,599,-32.000,145.034,3733.300
116,600,-32.000,145.640,3709.500
116,601,-32.000,146.247,3703.900
116,602,-32.000,146.854,3611.200
116,603,-32.000,147.461,3514.900
116,604,-32.000,148.068,3298.000
116,605,-32.000,148.675,3252.300
116,606,-32.000,149.281,3186.600
116,607,-32.000,149.888,3539.200
116,608,-32.000,150.495,3410.200
116,609,-32.000,151.102,3257.300
116,610,-32.000,151.709,2984.600
116,611,-32.000,152.316,3148.200
116,612,-32.000,152.922,3164.500
116,613,-32.000,153.529,3020.400
116,614,-32.000,154.136,2963.800
116,615,-32.000,154.743,3119.600
116,616,-32.000,155.350,3243.300
116,617,-32.000,155.957,3183.400
116,618,-32.000,156.563,3413.200
116,619,-32.000,157.170,3430.700
116,620,-32.000,157.777,3275.800
116,621,-32.000,158.384,3209.800
116,622,-32.000,158.991,3333.200
116,623,-32.000,159.598,3515.400
116,624,-32.000,160.204,3559.300
116,625,-32.000,160.811,3416.000
116,626,-32.000,161.418,3270.000
116,627,-32.000,162.025,3380.700
116,628,-32.000,162.632,3297.000
116,629,-32.000,163.239,3263.100
116,630,-32.000,163.845,3341.200
116,631,-32.000,164.452,3092.700
116,632,-32.000,165.059,2817.800
116,633,-32.000,165.666,2899.600
116,634,-32.000,166.273,3089.800
116,635,-32.000,166.880,3170.500
116,636,-32.000,167.486,3206.900
116,637,-32.000,168.093,3222.600
116,638,-32.000,168.700,3250.100
116,639,-32.000,169.307,3101.100
116,640,-32.000,169.914,2812.700
116,641,-32.000,170.521,3352.100
116,642,-32.000,171.127,3577.800
116,643,-32.000,171.734,3363.300
116,644,-32.000,172.341,3385.300
116,645,-32.000,172.948,3549.300
116,646,-32.000,173.555,3949.700
116,647,-32.000,174.162,3801.600
116,648,-32.000,174.768,3743.000
116,649,-32.000,175.375,3645.700
116,650,-32.000,175.982,3764.100
116,651,-32.000,176.589,3480.200
116,652,-32.000,177.196,3167.900
116,653,-32.000,177.803,2528.400
116,654,-32.000,178.410,2239.800
116,655,-32.000,179.016,1719.900
116,656,-32.000,179.623,1631.500
117,63,-31.500,-179.938,1940.800
117,64,-31.500,-179.332,2200.300
117,65,-31.500,-178.726,2408.200
117,66,-31.500,-178.120,2912.300
117,67,-31.500,-177.515,3275.200
117,68,-31.500,-176.909,3084.100
117,69,-31.500,-176.303,3462.400
117,70,-31.500,-175.697,3311.400
117,71,-31.500,-175.091,3405.800
117,72,-31.500,-174.485,3420.500
117,73,-31.500,-173.880,3518.200
117,74,-31.500,-173.274,3660.900
117,75,-31.500,-172.668,3700.600
117,76,-31.500,-172.062,3572.800
117,77,-31.500,-171.456,3560.700
117,78,-31.500,-170.850,3765.800
117,79,-31.500,-170.244,3888.000
117,80,-31.500,-169.639,3927.500
117,81,-31.500,-169.033,3839.300
117,82,-31.500,-168.427,3510.200
117,83,-31.500,-167.821,3433.800
117,84,-31.500,-167.215,3370.200
117,85,-31.500,-166.609,3428.400
117,86,-31.500,-166.003,3426.300
117,87,-31.500,-165.398,3692.300
117,88,-31.500,-164.792,3769.100
117,89,-31.500,-164.186,3620.100
117,90,-31.500,-163.580,3565.800
117,91,-31.500,-162.974,3888.500
117,92,-31.500,-162.368,4006.600
117,93,-31.500,-161.762,4092.600
117,94,-31.500,-161.157,4236.100
117,95,-31.500,-160.551,4327.500
117,96,-31.500,-159.945,4468.500
117,97,-31.500,-159.339,4379.500
117,98,-31.500,-158.733,4318.100
117,99,-31.500,-158.127,4304.100
117,100,-31.500,-157.522,4302.000
117,101,-31.500,-156.916,4418.600
117,102,-31.500,-156.310,4519.500
117,103,-31.500,-155.704,4444.300
117,104,-31.500,-155.098,4381.900
117,105,-31.500,-154.492,3949.600
117,106,-31.500,-153.886,3754.600
117,107,-31.500,-153.281,3564.400
117,108,-31.500,-152.675,3600.200
117,109,-31.500,-152.069,3429.600
117,110,-31.500,-151.463,3538.500
117,111,-31.500,-150.857,3253.400
117,112,-31.500,-150.251,3283.300
117,113,-31.500,-149.645,3451.800
117,114,-31.500,-149.040,3440.800
117,115,-31.500,-148.434,3386.500
117,116,-31.500,-147.828,3408.000
117,117,-31.500,-147.222,3384.200
117,118,-31.500,-146.616,3400.700
117,119,-31.500,-146.010,3341.200
117,120,-31.500,-145.404,3553.900
117,121,-31.500,-144.799,3565.700
117,122,-31.500,-144.193,3532.600
117,123,-31.500,-143.587,3489.500
117,124,-31.500,-142.981,3568.700
117,125,-31.500,-142.375,3429.600
117,126,-31.500,-141.769,3340.900
117,127,-31.500,-141.164,3326.900
117,128,-31.500,-140.558,3396.300
117,129,-31.500,-139.952,3367.600
117,130,-31.500,-139.346,3415.300
117,131,-31.500,-138.740,3438.500
117,132,-31.500,-138.134,3330.900
117,133,-31.500,-137.528,3194.000
117,134,-31.500,-136.923,3116.300
117,135,-31.500,-136.317,3324.100
117,136,-31.500,-135.711,3276.300
117,137,-31.500,-135.105,3017.400
117,138,-31.500,-134.499,3083.600
117,139,-31.500,-133.893,3187.200
117,140,-31.500,-133.287,3266.300
117,141,-31.500,-132.682,3303.800
117,142,-31.500,-132.076,3250.200
117,143,-31.500,-131.470,3199.300
117,144,-31.500,-130.864,3153.300
117,145,-31.500,-130.258,3135.300
117,146,-31.500,-129.652,3154.000
117,147,-31.500,-129.046,2777.000
117,148,-31.500,-128.441,2863.700
117,149,-31.500,-127.835,2765.500
117,150,-31.500,-127.229,2808.900
117,151,-31.500,-126.623,2751.400
117,152,-31.500,-126.017,2753.400
117,153,-31.500,-125.411,2733.900
117,154,-31.500,-124.806,2771.900
117,155,-31.500,-124.200,2806.200
117,156,-31.500,-123.594,2793.900
117,157,-31.500,-122.988,2897.000
117,158,-31.500,-122.382,2892.700
117,159,-31.500,-121.776,2633.000
117,160,-31.500,-121.170,2903.400
117,161,-31.500,-120.565,2919.100
117,162,-31.500,-119.959,2914.300
117,163,-31.500,-119.353,2773.900
117,164,-31.500,-118.747,2738.800
117,165,-31.500,-118.141,2707.800
117,166,-31.500,-117.535,2668.300
117,167,-31.500,-116.929,2560.600
117,168,-31.500,-116.324,2571.100
117,169,-31.500,-115.718,2611.300
117,170,-31.500,-115.112,2428.800
117,171,-31.500,-114.506,2542.400
117,172,-31.500,-113.900,2586.800
117,173,-31.500,-113.294,2674.300
117,174,-31.500,-112.688,2591.700
117,175,-31.500,-112.083,2600.800
117,176,-31.500,-111.477,2789.900
117,177,-31.500,-110.871,2848.200
117,178,-31.500,-110.265,2781.400
117,179,-31.500,-109.659,2630.300
117,180,-31.500,-109.053,2670.400
117,181,-31.500,-108.448,2299.900
117,182,-31.500,-107.842,2462.000
117,183,-31.500,-107.236,2336.800
117,184,-31.500,-106.630,2186.200
117,185,-31.500,-106.024,2282.400
117,186,-31.500,-105.418,2508.400
117,187,-31.500,-104.812,2491.300
117,188,-31.500,-104.207,2439.300
117,189,-31.500,-103.601,2350.100
117,190,-31.500,-102.995,2396.800
117,191,-31.500,-102.389,2294.700
117,192,-31.500,-101.783,2283.000
117,193,-31.500,-101.177,2576.800
117,194,-31.500,-100.571,2606.500
117,195,-31.500,-99.966,2852.100
117,196,-31.500,-99.360,2959.100
117,197,-31.500,-98.754,2690.100
117,198,-31.500,-98.148,2535.700
117,199,-31.500,-97.542,2744.100
117,200,-31.500,-96.936,3021.100
117,201,-31.500,-96.330,3073.800
117,202,-31.500,-95.725,3041.800
117,203,-31.500,-95.119,3012.700
117,204,-31.500,-94.513,3015.700
117,205,-31.500,-93.907,2830.200
117,206,-31.500,-93.301,2956.800
117,207,-31.500,-92.695,2960.700
117,208,-31.500,-92.090,2976.000
117,209,-31.500,-91.484,3024.000
117,210,-31.500,-90.878,3075.700
117,211,-31.500,-90.272,3123.300
117,212,-31.500,-89.666,3025.300
117,213,-31.500,-89.060,2979.900
117,214,-31.500,-88.454,3087.400
117,215,-31.500,-87.849,2962.000
117,216,-31.500,-87.243,2990.200
117,217,-31.500,-86.637,3024.300
117,218,-31.500,-86.031,3121.700
117,219,-31.500,-85.425,3565.400
117,220,-31.500,-84.819,3355.800
